Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2015-01-02 00:00:00-05:00,40.21917157823522,40.87426165523637,40.115736995156325,40.30536651611328,27913900,0.0,0.0
2015-01-05 00:00:00-05:00,39.96921035426164,40.27951745916239,39.86577574867033,39.93473434448242,39673900,0.0,0.0
2015-01-06 00:00:00-05:00,39.97781922811291,40.29674441295195,39.25377064082574,39.34858703613281,36447900,0.0,0.0
2015-01-07 00:00:00-05:00,39.63303158179706,40.04677314782787,39.21067183836227,39.8485221862793,29114100,0.0,0.0
2015-01-08 00:00:00-05:00,40.29674531136514,41.15870777791841,40.27088748956882,41.02079391479492,29645200,0.0,0.0
2015-01-09 00:00:00-05:00,41.03805149462851,41.21906290256661,40.426058665050746,40.676025390625,23944200,0.0,0.0
2015-01-12 00:00:00-05:00,40.87427056188352,40.977708455628004,39.96059218402835,40.16746139526367,23651900,0.0,0.0
2015-01-13 00:00:00-05:00,40.48639198822991,41.296635800882044,39.70200600624026,39.960594177246094,35270600,0.0,0.0
2015-01-14 00:00:00-05:00,39.61579895019531,39.857150705856085,39.322731544706436,39.61579895019531,29719600,0.0,0.0
2015-01-15 00:00:00-05:00,39.83990674999759,39.97782061483014,39.14171595971199,39.20205307006836,32750800,0.0,0.0
2015-01-16 00:00:00-05:00,39.05552183337223,39.8916232176222,38.934844322042714,39.857147216796875,35695300,0.0,0.0
2015-01-20 00:00:00-05:00,39.908861996825244,40.210550836419095,39.2796297836736,39.9864387512207,36161900,0.0,0.0
2015-01-21 00:00:00-05:00,39.59856899590729,39.770962209821924,39.20206690559259,39.581329345703125,39081100,0.0,0.0
2015-01-22 00:00:00-05:00,39.977822394304226,40.63291245938642,39.71923429724878,40.62429428100586,35898000,0.0,0.0
2015-01-23 00:00:00-05:00,40.82255390881823,40.848411737561115,40.3398536141483,40.66740036010742,26211600,0.0,0.0
2015-01-26 00:00:00-05:00,40.512236771881504,40.624292815542816,39.85714673043074,40.52085494995117,42525500,0.0,0.0
2015-01-27 00:00:00-05:00,37.02130562121193,37.23679633694875,36.2972566848111,36.77133560180664,169164000,0.0,0.0
2015-01-28 00:00:00-05:00,36.840270907589556,36.883368365852206,35.47836886723778,35.50422668457031,84507100,0.0,0.0
2015-01-29 00:00:00-05:00,35.28014507535685,36.30587983902016,35.15947078411738,36.211063385009766,63585300,0.0,0.0
2015-01-30 00:00:00-05:00,35.81454291291995,35.84040402506995,34.780187206325905,34.82328796386719,78004900,0.0,0.0
2015-02-02 00:00:00-05:00,34.98706457403588,35.6593943980403,34.67675748968718,35.581817626953125,50352500,0.0,0.0
2015-02-03 00:00:00-05:00,35.883504241571224,36.14209236598459,35.38356435132917,35.857643127441406,52082400,0.0,0.0
2015-02-04 00:00:00-05:00,36.15070527832987,36.38343554283238,35.65076874905206,36.064510345458984,41614800,0.0,0.0
2015-02-05 00:00:00-05:00,36.392058160688606,36.75408083595432,36.081751131531696,36.590309143066406,36548200,0.0,0.0
2015-02-06 00:00:00-05:00,36.78855835515095,36.88337475262248,36.33171929983451,36.55582809448242,34616600,0.0,0.0
2015-02-09 00:00:00-05:00,36.40928746441487,36.84026859625246,36.38342636057955,36.51272201538086,31381100,0.0,0.0
2015-02-10 00:00:00-05:00,36.84029349678545,36.86615132997311,36.357593119142784,36.7196159362793,29670700,0.0,0.0
2015-02-11 00:00:00-05:00,36.76271002657703,36.76271002657703,36.38344433875311,36.52997970581055,38262500,0.0,0.0
2015-02-12 00:00:00-05:00,36.77132737692167,37.141971588134766,36.64203166114905,37.141971588134766,33268800,0.0,0.0
2015-02-13 00:00:00-05:00,37.39193690784502,37.81429672241211,37.193685912907746,37.81429672241211,40264900,0.0,0.0
2015-02-17 00:00:00-05:00,38.17021460744774,38.19625644988426,37.49309690036194,37.83165740966797,33695700,0.31,0.0
