Date,Open,High,Low,Close,Adj Close,Volume
2021-09-07,47.61000061035156,48.38999938964844,46.47999954223633,46.77000045776367,45.97511291503906,6167000
2021-09-08,46.52000045776367,47.77000045776367,45.404998779296875,45.72999954223633,44.952781677246094,5689800
2021-09-09,46.185001373291016,47.88999938964844,46.040000915527344,47.5099983215332,46.70252990722656,7477600
2021-09-10,48.25,50.345001220703125,48.25,49.5,48.65871047973633,10397400
2021-09-13,50.25,51.16899871826172,49.060001373291016,49.220001220703125,48.38346862792969,8579100
2021-09-14,48.97999954223633,49.24399948120117,47.619998931884766,48.0,47.1842041015625,6902600
2021-09-15,49.720001220703125,51.88999938964844,49.5099983215332,51.68000030517578,50.80166244506836,9413900
2021-09-16,50.95000076293945,50.959999084472656,48.65999984741211,49.40999984741211,48.57024002075195,8054400
2021-09-17,49.189998626708984,49.77000045776367,47.470001220703125,48.83000183105469,48.000099182128906,10500000
2021-09-20,45.709999084472656,48.47999954223633,45.2400016784668,48.459999084472656,47.636383056640625,9338100
2021-09-21,48.75,49.13999938964844,44.47999954223633,45.599998474121094,44.82499313354492,14587100
2021-09-22,47.29999923706055,49.369998931884766,47.099998474121094,47.95000076293945,47.13505554199219,10983800
2021-09-23,48.11000061035156,49.459999084472656,47.79999923706055,48.560001373291016,47.73468780517578,5723400
2021-09-24,47.869998931884766,49.08000183105469,47.75,48.4900016784668,47.66587829589844,5168100
2021-09-27,48.560001373291016,51.709999084472656,48.47999954223633,51.560001373291016,50.68370056152344,8264600
2021-09-28,51.599998474121094,52.45000076293945,50.15999984741211,50.97999954223633,50.113563537597656,7122300
2021-09-29,52.07500076293945,52.08000183105469,50.1609992980957,50.58000183105469,49.72035217285156,4609100
2021-09-30,50.060001373291016,50.470001220703125,48.93000030517578,48.939998626708984,48.10822296142578,6043900
2021-10-01,49.459999084472656,49.88999938964844,47.939998626708984,49.77000045776367,48.92412185668945,6561200
2021-10-04,50.529998779296875,51.22999954223633,49.060001373291016,49.18000030517578,48.34415054321289,4681700
2021-10-05,49.59000015258789,49.81999969482422,48.38999938964844,49.04999923706055,48.21635437011719,4226400
2021-10-06,47.790000915527344,48.22999954223633,45.79999923706055,47.04999923706055,46.25034713745117,7321800
2021-10-07,48.16999816894531,48.2599983215332,46.939998626708984,47.04999923706055,46.25034713745117,5916600
2021-10-08,47.06999969482422,47.33000183105469,45.630001068115234,46.029998779296875,45.247684478759766,5548600
2021-10-11,47.90999984741211,49.380001068115234,47.150001525878906,47.290000915527344,46.48627471923828,6078800
2021-10-12,47.880001068115234,49.439998626708984,47.345001220703125,47.779998779296875,46.96794128417969,6872300
2021-10-13,48.1349983215332,48.900001525878906,47.22999954223633,48.400001525878906,47.57740783691406,5829900
2021-10-14,49.290000915527344,50.040000915527344,48.060001373291016,48.599998474121094,47.77399826049805,9971300
2021-10-15,51.91999816894531,56.93000030517578,51.0,56.0,55.04823684692383,33374900
2021-10-18,54.9900016784668,57.56999969482422,54.959999084472656,57.2400016784668,56.26716232299805,9883800
2021-10-19,57.2400016784668,57.2400016784668,53.61000061035156,53.68000030517578,52.767662048339844,10860800
2021-10-20,52.79999923706055,53.900001525878906,52.02000045776367,52.5099983215332,51.6175537109375,7330400
2021-10-21,51.70000076293945,51.70000076293945,49.79999923706055,49.9900016784668,49.140380859375,9066900
2021-10-22,50.4900016784668,50.9900016784668,48.869998931884766,49.25,48.412960052490234,7469300
2021-10-25,50.11000061035156,52.125,49.349998474121094,51.16999816894531,50.300323486328125,11070100
2021-10-26,50.79999923706055,51.26599884033203,49.2599983215332,49.54999923706055,48.707862854003906,6153100
2021-10-27,47.47999954223633,47.91999816894531,45.45000076293945,45.88999938964844,45.11006164550781,12864700
2021-10-28,47.16999816894531,47.47999954223633,45.5099983215332,46.45000076293945,45.7602653503418,10235700
2021-10-29,46.08000183105469,47.209999084472656,45.380001068115234,45.95000076293945,45.2676887512207,6647200
2021-11-01,46.220001220703125,47.529998779296875,45.209999084472656,46.72999954223633,46.03610610961914,9336800
2021-11-02,46.86000061035156,47.47999954223633,45.900001525878906,47.08000183105469,46.380916595458984,10040500
2021-11-03,47.20000076293945,48.650001525878906,46.7599983215332,47.43000030517578,46.725711822509766,6552200
2021-11-04,47.5,47.619998931884766,45.290000915527344,46.369998931884766,45.68144989013672,11378800
2021-11-05,46.0,48.099998474121094,46.0,47.86000061035156,47.149330139160156,8317000
2021-11-08,49.20000076293945,50.619998931884766,48.15999984741211,48.86000061035156,48.13447952270508,10550300
2021-11-09,48.720001220703125,49.15999984741211,46.75,47.2400016784668,46.53853988647461,7051500
2021-11-10,47.0099983215332,47.689998626708984,45.599998474121094,46.16999816894531,45.48442459106445,5964800
2021-11-11,48.52000045776367,51.709999084472656,48.400001525878906,51.209999084472656,50.4495849609375,14257300
2021-11-12,50.72999954223633,52.86000061035156,50.349998474121094,51.91999816894531,51.14904022216797,9310600
2021-11-15,50.9900016784668,51.0,49.439998626708984,50.630001068115234,49.87820053100586,6352100
2021-11-16,49.86000061035156,50.0,47.959999084472656,48.20000076293945,47.484283447265625,8759700
2021-11-17,48.90999984741211,50.0,47.619998931884766,47.91999816894531,47.20843505859375,5365600
2021-11-18,47.54999923706055,47.83000183105469,46.4900016784668,47.70000076293945,46.99170684814453,4351900
2021-11-19,47.310001373291016,48.08000183105469,46.689998626708984,47.599998474121094,46.893184661865234,5641400
2021-11-22,47.79999923706055,49.70000076293945,47.29999923706055,48.5099983215332,47.789676666259766,6376900
2021-11-23,49.15999984741211,50.209999084472656,48.45000076293945,49.02000045776367,48.29210662841797,4875500
2021-11-24,48.810001373291016,51.334999084472656,48.40999984741211,50.459999084472656,49.71072006225586,7137600
2021-11-26,47.7400016784668,48.13999938964844,45.81999969482422,47.95000076293945,47.23799133300781,7291200
2021-11-29,49.220001220703125,49.935001373291016,47.77899932861328,49.13999938964844,48.410316467285156,6546700
2021-11-30,48.779998779296875,49.380001068115234,45.560001373291016,46.529998779296875,45.839073181152344,9644900
2021-12-01,47.88999938964844,48.04999923706055,43.75,43.779998779296875,43.12990951538086,15215300
2021-12-02,44.435001373291016,45.290000915527344,43.81999969482422,44.81999969482422,44.15447235107422,5522500
2021-12-03,44.7599983215332,44.91999816894531,43.2599983215332,44.06999969482422,43.41560363769531,5930800
2021-12-06,44.91999816894531,46.737998962402344,44.130001068115234,45.560001373291016,44.88348388671875,7116500
2021-12-07,47.06999969482422,48.04999923706055,46.72999954223633,46.939998626708984,46.24299240112305,5637700
